309.0909, 0.0449
319.4805, 2.6806
324.6753, 4.3276
329.87, 5.6455
329.87, 6.9613
335.0649, 8.6082
335.0649, 9.924
340.2597, 11.5708
340.2597, 14.2024
345.4545, 17.494
350.6494, 20.1277
355.8441, 23.0904
361.039, 25.7241
376.6234, 28.6909
381.8182, 31.6537
387.013, 33.9585
402.5974, 35.6096
412.987, 36.9297
428.5714, 38.5808
444.1558, 39.5741
459.7403, 40.2384
485.7143, 39.2622
506.4935, 38.2839
522.0779, 36.6456
532.4675, 35.3341
548.0519, 33.6957
563.6364, 31.3995
584.4156, 28.4475
600.0, 26.4803
615.5844, 24.513
631.1688, 22.2168
651.9481, 19.9226
672.7273, 17.6286
693.5065, 15.3345
714.2857, 13.6983
729.87, 12.3889
755.8441, 10.7549
781.8182, 8.7919
812.987, 7.4889
838.9609, 5.8548
864.9351, 4.5497
896.1039, 3.5756
927.2727, 2.2727
958.4416, 0.9698

